sgb_id	Unknown	Assigned taxonomy	Level of assigned taxonomy	MAG	reference_genomes	Food_processing	Animal	Food	Human	Other_categories	NA
SGB36095	uSGB	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB24274|s__GGB24274_SGB36095|t__SGB36095	Family	3	0	0	0	1	0	0	2
SGB38077	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_creatinolyticus|t__SGB38077	Species	5	2	0	0	1	0	2	4
SGB38209	uSGB	k__Bacteria|p__Proteobacteria|c__CFGB8708|o__OFGB8708|f__FGB8708|g__GGB26192|s__GGB26192_SGB38209|t__SGB38209	Other	13	0	0	0	1	0	7	6
SGB38545	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp_JAI102|t__SGB38545	Species	4	2	0	1	1	0	0	4
SGB39064	uSGB	k__Bacteria|p__Firmicutes|c__CFGB9039|o__OFGB9039|f__FGB9039|g__GGB26873|s__GGB26873_SGB39064|t__SGB39064	Other	8	0	0	0	4	0	0	4
SGB39105	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB26910|s__GGB26910_SGB39105|t__SGB39105	Family	6	0	0	0	2	0	0	4
SGB47138	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_hircilactis|t__SGB47138	Species	4	1	1	0	1	2	0	1
SGB48200	uSGB	k__Bacteria|p__Bacteroidetes|c__CFGB14295|o__OFGB14295|f__FGB14295|g__GGB39354|s__GGB39354_SGB48200|t__SGB48200	Other	9	0	0	0	1	0	0	8
SGB48612	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_SGB48612|t__SGB48612	Genus	9	0	0	0	2	7	0	0
SGB48618	uSGB	k__Bacteria|p__Firmicutes|c__CFGB10718|o__OFGB10718|f__FGB10718|g__GGB32462|s__GGB32462_SGB48618|t__SGB48618	Other	23	0	0	0	2	20	1	4
SGB48635	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis|t__SGB48635	Species	1	1	0	0	1	0	0	1
SGB48691	uSGB	k__Bacteria|p__Firmicutes|c__CFGB12856|o__OFGB12856|f__FGB12856|g__GGB36332|s__GGB36332_SGB48691|t__SGB48691	Other	2	0	0	0	1	0	0	1
SGB49077	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_pingfangensis|t__SGB49077	Species	1	1	0	0	1	0	0	1
SGB49082	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_nenjiangensis|t__SGB49082	Species	17	2	3	0	15	0	0	2
SGB49085	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_silagei|t__SGB49085	Species	1	1	0	0	1	0	0	1
SGB49090	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_viikkiensis|t__SGB49090	Species	3	1	2	0	1	0	0	1
SGB49938	uSGB	k__Bacteria|p__Bacteroidetes|c__CFGB10793|o__OFGB10793|f__FGB10793|g__GGB32575|s__GGB32575_SGB49938|t__SGB49938	Other	2	0	0	0	1	0	0	1
SGB51744	uSGB	k__Bacteria|p__Firmicutes|c__CFGB14007|o__OFGB14007|f__FGB14007|g__GGB38436|s__GGB38436_SGB51744|t__SGB51744	Other	17	0	1	0	3	14	0	6
SGB56375	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB56375|t__SGB56375	Genus	2	0	0	0	1	0	1	0
SGB56399	uSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Phyllobacterium|s__Phyllobacterium_SGB56399|t__SGB56399	Genus	2	0	0	0	1	6	0	1
SGB57624	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas_ex_Stolz_et_al_2005|s__Pusillimonas_ginsengisoli|t__SGB57624	Species	8	1	6	0	2	0	0	1
SGB58200	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB33071|s__GGB33071_SGB58200|t__SGB58200	Family	5	0	0	0	1	2	0	2
SGB59398	uSGB	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified|g__GGB42240|s__GGB42240_SGB59398|t__SGB59398	Family	2	0	0	0	1	0	0	1
SGB60172	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB22532|o__OFGB22532|f__FGB22532|g__GGB42949|s__GGB42949_SGB60172|t__SGB60172	Other	159	0	90	0	66	0	1	3
SGB60414	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_SGB60414|t__SGB60414	Genus	7	0	1	0	4	0	1	1
SGB60466	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB60466	Species	20	12	1	0	6	6	4	18
SGB61354	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_Sa1YVA5|t__SGB61354	Species	3	1	1	0	1	0	0	2
SGB61358	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB61358|t__SGB61358	Genus	6	0	4	0	1	0	0	1
SGB61360	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB61360|t__SGB61360	Genus	2	0	0	0	1	0	0	1
SGB61608	uSGB	k__Bacteria|p__Firmicutes|c__CFGB41235|o__OFGB41235|f__FGB41235|g__GGB44209|s__GGB44209_SGB61608|t__SGB61608	Other	2	0	0	0	1	0	0	1
SGB64255	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_SGB64255|t__SGB64255	Genus	3	0	0	1	5	1	0	0
SGB64256	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici|t__SGB64256	Species	4	1	0	0	3	1	0	1
SGB64258	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_SGB64258|t__SGB64258	Genus	30	0	0	0	28	2	0	0
SGB64267	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri|t__SGB64267	Species	123	4	0	125	1	0	0	4
SGB64270	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB26869|s__GGB26869_SGB64270|t__SGB64270	Family	4	0	0	0	2	1	0	1
SGB66223	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB66223|t__SGB66223	Genus	19	0	10	0	6	0	0	6
SGB66233	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_SGB66233|t__SGB66233	Genus	14	0	12	0	1	0	0	2
SGB66234	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB10515|o__OFGB10515|f__FGB10515|g__GGB48227|s__GGB48227_SGB66234|t__SGB66234	Other	180	0	76	0	92	0	1	31
SGB66296	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lactis|t__SGB66296	Species	17	9	2	0	10	2	1	12
SGB69134	uSGB	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ethanoligenens|s__Ethanoligenens_SGB69134|t__SGB69134	Genus	3	0	0	0	2	0	0	1
SGB69136	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB47577|o__OFGB47577|f__FGB47577|g__GGB49272|s__GGB49272_SGB69136|t__SGB69136	Other	126	0	51	0	81	0	0	1
SGB69209	uSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_SGB69209|t__SGB69209	Genus	5	0	0	0	3	0	0	2
SGB69210	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_sp_Gdi|t__SGB69210	Species	2	1	0	0	2	0	0	2
SGB69211	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_dulcium|t__SGB69211	Species	15	2	0	0	13	0	0	4
SGB69213	uSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB69213|t__SGB69213	Genus	3	0	0	0	1	0	0	2
SGB69214	uSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB69214|t__SGB69214	Genus	2	0	0	0	1	0	0	1
SGB69218	uSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__GGB49319|s__GGB49319_SGB69218|t__SGB69218	Family	5	0	0	0	3	0	0	3
SGB69219	uSGB	k__Bacteria|p__Proteobacteria|c__CFGB21625|o__OFGB21625|f__FGB21625|g__GGB49320|s__GGB49320_SGB69219|t__SGB69219	Other	4	0	0	0	2	0	0	2
SGB69224	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_SGB69224|t__SGB69224	Genus	11	0	5	0	6	0	0	2
SGB69225	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_SGB69225|t__SGB69225	Genus	43	0	3	0	43	0	0	4
SGB69231	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_tyrofermentans|t__SGB69231	Species	49	1	23	0	25	0	0	4
SGB69232	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB69232|t__SGB69232	Genus	1	0	0	0	1	0	0	2
SGB69233	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB10328|o__OFGB10328|f__FGB10328|g__GGB49332|s__GGB49332_SGB69233|t__SGB69233	Other	37	0	12	0	26	0	0	1
SGB69234	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB69234|t__SGB69234	Genus	20	0	11	0	7	0	0	3
SGB69235	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_SGB69235|t__SGB69235	Genus	7	0	2	0	4	0	0	2
SGB69236	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB10515|o__OFGB10515|f__FGB10515|g__GGB48227|s__GGB48227_SGB69236|t__SGB69236	Other	19	0	15	0	8	0	0	2
SGB69237	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB69237|t__SGB69237	Genus	19	0	14	0	5	0	0	1
SGB69238	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_SGB69238|t__SGB69238	Genus	37	0	35	0	3	0	0	1
SGB69239	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Pseudoclavibacter_sp_CFCC_11306|t__SGB69239	Species	9	2	7	0	1	0	0	3
SGB69246	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB23161|o__OFGB23161|f__FGB23161|g__GGB49345|s__GGB49345_SGB69246|t__SGB69246	Other	10	0	6	0	4	0	0	2
SGB69381	uSGB	k__Bacteria|p__Proteobacteria|c__CFGB9021|o__OFGB9021|f__FGB9021|g__GGB49459|s__GGB49459_SGB69381|t__SGB69381	Other	16	0	4	0	11	0	0	3
SGB69382	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_FME13|t__SGB69382	Species	15	2	0	0	14	0	0	13
SGB69383	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_FME5|t__SGB69383	Species	7	2	1	0	4	0	0	5
SGB69384	uSGB	k__Bacteria|p__Proteobacteria|c__CFGB15128|o__OFGB15128|f__FGB15128|g__GGB49462|s__GGB49462_SGB69384|t__SGB69384	Other	4	0	3	0	2	0	0	2
SGB69387	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_hibernica|t__SGB69387	Species	9	1	2	0	7	0	0	3
SGB69388	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rouxiella|s__Rouxiella_aceris|t__SGB69388	Species	1	1	0	0	1	0	0	2
SGB69389	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_SGB69389|t__SGB69389	Genus	1	0	0	0	1	0	0	2
SGB69390	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_SGB69390|t__SGB69390	Genus	2	0	0	0	2	0	0	2
SGB69397	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB69397|t__SGB69397	Genus	1	0	0	0	1	0	0	2
SGB69401	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_SGB69401|t__SGB69401	Genus	87	0	6	0	80	0	0	3
SGB69402	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_SGB69402|t__SGB69402	Genus	61	0	3	0	76	0	0	1
SGB69403	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_SGB69403|t__SGB69403	Genus	82	0	2	0	83	0	1	1
SGB69405	uSGB	k__Bacteria|p__Firmicutes|c__CFGB16591|o__OFGB16591|f__FGB16591|g__GGB49481|s__GGB49481_SGB69405|t__SGB69405	Other	5	0	0	0	3	0	0	2
SGB69406	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_SGB69406|t__SGB69406	Genus	4	0	0	0	1	0	0	3
SGB69407	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_SGB69407|t__SGB69407	Genus	2	0	0	0	1	0	0	1
SGB69408	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__SGB69408	Species	84	9	3	0	78	0	1	11
SGB69409	uSGB	k__Bacteria|p__Firmicutes|c__CFGB5090|o__OFGB5090|f__FGB5090|g__GGB49484|s__GGB49484_SGB69409|t__SGB69409	Other	3	0	0	0	2	0	0	1
SGB69410	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_SGB69410|t__SGB69410	Genus	29	0	0	0	27	0	0	2
SGB69411	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__GGB49486|s__GGB49486_SGB69411|t__SGB69411	Family	1	0	0	0	1	0	0	1
SGB69432	uSGB	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB49493|s__GGB49493_SGB69432|t__SGB69432	Family	26	0	9	0	19	0	0	1
SGB69433	uSGB	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_SGB69433|t__SGB69433	Genus	4	0	2	0	2	0	0	1
SGB69753	uSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB69753|t__SGB69753	Genus	2	0	0	0	2	0	0	2
SGB69917	uSGB	k__Bacteria|p__Proteobacteria|c__CFGB15127|o__OFGB15127|f__FGB15127|g__GGB49922|s__GGB49922_SGB69917|t__SGB69917	Other	37	0	9	0	28	0	0	1
SGB70610	uSGB	k__Bacteria|p__Firmicutes|c__CFGB5087|o__OFGB5087|f__FGB5087|g__GGB50505|s__GGB50505_SGB70610|t__SGB70610	Other	2	0	0	0	1	1	0	0
SGB70626	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_salivarius|t__SGB70626	Species	21	52	0	0	4	15	0	54
SGB70630	uSGB	k__Bacteria|p__Firmicutes|c__CFGB37462|o__OFGB37462|f__FGB37462|g__GGB50521|s__GGB50521_SGB70630|t__SGB70630	Other	2	0	0	0	1	0	0	1
SGB70646	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_SGB70646|t__SGB70646	Genus	7	0	0	0	6	1	0	0
SGB73277	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB73277|t__SGB73277	Genus	25	0	11	0	12	0	1	1
SGB73284	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB22911|o__OFGB22911|f__FGB22911|g__GGB52421|s__GGB52421_SGB73284|t__SGB73284	Other	71	0	36	0	37	0	1	1
SGB74163	uSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_SGB74163|t__SGB74163	Genus	9	0	1	0	2	2	0	4
SGB77042	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB77042	Species	4	1	0	0	4	0	0	1
SGB79110	kSGB	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Haloflavibacter|s__Haloflavibacter_putidus|t__SGB79110	Species	1	1	0	0	1	0	0	1
SGB80454	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_kribbianus|t__SGB80454	Species	2	1	1	0	1	0	0	1
SGB80455	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_halodurans|t__SGB80455	Species	1	2	0	0	1	0	0	2
SGB80456	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Furfurilactobacillus|s__Furfurilactobacillus_rossiae|t__SGB80456	Species	5	3	0	0	5	0	0	3
SGB81311	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_utahensis|t__SGB81311	Species	4	2	0	0	1	0	3	2
SGB81727	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_massiliensis|t__SGB81727	Species	2	1	0	0	2	0	0	1
SGB82578	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB82578|t__SGB82578	Genus	5	0	0	3	1	0	0	1
SGB82662	uSGB	k__Bacteria|p__Firmicutes|c__CFGB56149|o__OFGB56149|f__FGB56149|g__GGB60657|s__GGB60657_SGB82662|t__SGB82662	Other	3	0	1	0	1	0	1	0
SGB82711	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Savagea|s__Savagea_serpentis|t__SGB82711	Species	2	1	1	0	1	0	0	1
SGB82744	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_indicireducens|t__SGB82744	Species	1	2	0	0	1	0	0	2
SGB84840	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_tibiigranuli|t__SGB84840	Species	2	1	0	0	5	0	0	1
SGB85919	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Paenochrobactrum|s__Paenochrobactrum_gallinarii|t__SGB85919	Species	1	1	0	0	1	0	0	1
SGB86042	kSGB	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halocalculus|s__Halocalculus_aciditolerans|t__SGB86042	Species	1	1	0	0	1	0	0	1
SGB87477	uSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB87477|t__SGB87477	Genus	72	0	28	0	44	0	0	0
SGB87479	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp_FME24|t__SGB87479	Species	5	1	2	0	3	0	0	1
SGB87848	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_CFBP_13712|t__SGB87848	Species	2	1	0	0	2	0	0	1
SGB87943	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_faecale|t__SGB87943	Species	3	1	1	0	4	0	0	1
SGB87961	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_halophila|t__SGB87961	Species	17	1	9	0	8	0	0	1
SGB87969	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Garicola|s__Garicola_koreensis|t__SGB87969	Species	16	1	13	0	3	0	0	1
SGB87976	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB23425|o__OFGB23425|f__FGB23425|g__GGB65057|s__GGB65057_SGB87976|t__SGB87976	Other	2	0	0	0	1	0	1	0
SGB88011	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_oxydans|t__SGB88011	Species	2	1	0	0	2	0	0	1
SGB88704	uSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_SGB88704|t__SGB88704	Genus	4	0	0	0	3	0	1	0
SGB88954	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Vulcaniibacterium|s__Vulcaniibacterium_thermophilum|t__SGB88954	Species	1	1	0	0	1	0	0	1
SGB88989	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp_FME20|t__SGB88989	Species	4	2	3	0	1	0	0	2
SGB88995	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_salicampi|t__SGB88995	Species	2	1	0	0	2	0	0	1
SGB89032	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Aidingimonas|s__Aidingimonas_lacisalsi|t__SGB89032	Species	1	1	0	0	1	0	0	1
SGB89069	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_WS_5010|t__SGB89069	Species	17	4	2	0	11	0	4	4
SGB89208	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_cadivus|t__SGB89208	Species	2	5	0	0	1	0	1	5
SGB89214	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_peroxydans|t__SGB89214	Species	2	1	0	0	2	0	0	1
SGB89217	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_lambici|t__SGB89217	Species	2	1	0	0	2	0	0	1
SGB89218	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_lovaniensis|t__SGB89218	Species	28	1	0	0	28	0	0	1
SGB89573	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_rhizogenes|t__SGB89573	Species	1	1	0	0	1	0	0	1
