sgb_id	Unknown	Level of assigned taxonomy	Assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	MAG	genome	filtered	Food	Human	Animal	Other_categories	NA
SGB96944	ufSGB	Family	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__GGB71205|s__GGB71205_SGB96944|t__SGB96944	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	GGB71205	GGB71205_SGB96944	1	0	0	1	0	0	0	0
SGB96946	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB5364|o__OFGB5364|f__FGB5364|g__GGB71207|s__GGB71207_SGB96946|t__SGB96946	Bacteria	Firmicutes	CFGB5364	OFGB5364	FGB5364	GGB71207	GGB71207_SGB96946	1	0	0	1	0	0	0	0
SGB97360	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB70330|o__OFGB70330|f__FGB70330|g__GGB71283|s__GGB71283_SGB97360|t__SGB97360	Bacteria	Firmicutes	CFGB70330	OFGB70330	FGB70330	GGB71283	GGB71283_SGB97360	1	0	0	1	0	0	0	0
SGB96947	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB70169|o__OFGB70169|f__FGB70169|g__GGB71208|s__GGB71208_SGB96947|t__SGB96947	Bacteria	Firmicutes	CFGB70169	OFGB70169	FGB70169	GGB71208	GGB71208_SGB96947	1	0	0	1	0	0	0	0
SGB96694	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB96694|t__SGB96694	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB96694	1	0	0	1	0	0	0	0
SGB2548	kSGB	Species	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Epilithonimonas|s__Epilithonimonas_bovis|t__SGB2548	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Epilithonimonas	Epilithonimonas_bovis	13	2	0	1	1	0	10	3
SGB16658	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_nesterenkovii|t__SGB16658	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_nesterenkovii	15	1	1	1	0	0	13	3
SGB28188	kSGB	Species	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_timonianum|t__SGB28188	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_timonianum	2	1	0	1	0	0	1	1
SGB35097	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Galactobacter|s__Galactobacter_valiniphilus|t__SGB35097	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Galactobacter	Galactobacter_valiniphilus	1	1	0	1	0	0	0	1
SGB7979	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae|t__SGB7979	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae	28	17	3	1	11	9	6	21
SGB96924	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_SGB96924|t__SGB96924	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_SGB96924	1	0	0	1	0	0	0	0
SGB1200	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_cerevisiae|t__SGB1200	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_cerevisiae	2	3	0	2	0	0	0	3
SGB92971	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB92971|t__SGB92971	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB92971	1	0	0	1	0	0	0	0
SGB7204	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_xiangfangensis|t__SGB7204	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_xiangfangensis	3	1	0	1	0	0	0	3
SGB29637	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_wangkuiensis|t__SGB29637	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_wangkuiensis	1	3	1	1	0	0	0	4
SGB69411	uSGB	Family	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__GGB49486|s__GGB49486_SGB69411|t__SGB69411	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	GGB49486	GGB49486_SGB69411	1	0	1	1	0	0	0	1
SGB7041	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii|t__SGB7041	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_johnsonii	441	44	55	2	26	444	0	68
SGB48618	uSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB10718|o__OFGB10718|f__FGB10718|g__GGB32462|s__GGB32462_SGB48618|t__SGB48618	Bacteria	Firmicutes	CFGB10718	OFGB10718	FGB10718	GGB32462	GGB32462_SGB48618	23	0	4	2	20	0	1	4
SGB31278	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_variigena|t__SGB31278	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella_variigena	6	6	0	1	0	0	4	7
SGB69406	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_SGB69406|t__SGB69406	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_SGB69406	4	0	0	1	0	0	0	3
SGB99396	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99396|t__SGB99396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB99396	1	0	0	1	0	0	0	0
SGB99386	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_SGB99386|t__SGB99386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99386	1	0	0	1	0	0	0	0
SGB1171	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_aceti|t__SGB1171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_aceti	3	1	0	3	0	0	0	1
SGB5611	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_oeni|t__SGB5611	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	16	172	6	19	0	0	0	175
SGB24156	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus|t__SGB24156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_xylinus	2	3	0	1	0	0	0	4
SGB27672	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_sp_UCMA_16435|t__SGB27672	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_sp_UCMA_16435	2	1	0	1	0	0	0	2
SGB1161	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_japonicus|t__SGB1161	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	9	7	0	9	0	0	0	7
SGB89208	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_cadivus|t__SGB89208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cadivus	2	5	0	1	0	0	1	5
SGB99391	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_SGB99391|t__SGB99391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99391	1	0	0	1	0	0	0	0
SGB1192	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ghanensis|t__SGB1192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_ghanensis	1	1	0	1	0	0	0	1
SGB84840	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_tibiigranuli|t__SGB84840	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_tibiigranuli	2	1	3	5	0	0	0	1
SGB99387	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_SGB99387|t__SGB99387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99387	1	0	0	1	0	0	0	0
SGB98331	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB9483|o__OFGB9483|f__FGB9483|g__GGB71585|s__GGB71585_SGB98331|t__SGB98331	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98331	1	0	0	1	0	0	0	0
SGB98330	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB9483|o__OFGB9483|f__FGB9483|g__GGB71585|s__GGB71585_SGB98330|t__SGB98330	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98330	2	0	0	2	0	0	0	0
SGB24161	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_liquefaciens|t__SGB24161	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_liquefaciens	1	1	0	1	0	0	0	1
SGB98381	ufSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB10620|o__OFGB10620|f__FGB10620|g__GGB71632|s__GGB71632_SGB98381|t__SGB98381	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71632	GGB71632_SGB98381	3	0	2	5	0	0	0	0
SGB96849	ufSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB10008|o__OFGB10008|f__FGB10008|g__GGB69358|s__GGB69358_SGB96849|t__SGB96849	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB69358	GGB69358_SGB96849	2	0	0	2	0	0	0	0
SGB1160	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_cerinus|t__SGB1160	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	7	16	0	7	0	0	0	16
SGB7135	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus|s__Schleiferilactobacillus_perolens|t__SGB7135	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_perolens	5	1	0	4	1	0	0	1
SGB99393	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99393|t__SGB99393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB99393	3	0	0	3	0	0	0	0
SGB12461	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12461	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_maltophilia	20	43	0	1	1	0	15	46
SGB24795	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnobacter|s__Limnobacter_sp_SAORIC_580|t__SGB24795	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter_sp_SAORIC_580	30	2	13	1	0	0	20	24
SGB98382	ufSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB98382|t__SGB98382	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_SGB98382	1	0	0	1	0	0	0	0
SGB69407	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_SGB69407|t__SGB69407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_SGB69407	2	0	0	1	0	0	0	1
SGB94444	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_SGB94444|t__SGB94444	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_SGB94444	1	0	0	1	0	0	0	0
SGB69213	uSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB69213|t__SGB69213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB69213	3	0	0	1	0	0	0	2
SGB99384	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_SGB99384|t__SGB99384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99384	2	0	0	2	0	0	0	0
SGB96961	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_SGB96961|t__SGB96961	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_SGB96961	1	0	0	1	0	0	0	0
SGB9862	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cholerae|t__SGB9862	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_cholerae	10	1225	28	1	30	0	0	1232
SGB96820	ufSGB	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__GGB71103|s__GGB71103_SGB96820|t__SGB96820	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	GGB71103	GGB71103_SGB96820	1	0	0	1	0	0	0	0
SGB12271	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fulva|t__SGB12271	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fulva	3	16	0	1	0	0	1	17
SGB98816	uSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB10008|o__OFGB10008|f__FGB10008|g__GGB71819|s__GGB71819_SGB98816|t__SGB98816	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB71819	GGB71819_SGB98816	13	0	0	2	0	0	11	0
SGB69239	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Pseudoclavibacter_sp_CFCC_11306|t__SGB69239	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter_sp_CFCC_11306	9	2	0	1	0	0	7	3
SGB96909	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_SGB96909|t__SGB96909	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_SGB96909	2	0	0	2	0	0	0	0
SGB10397	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_ANC_4204|t__SGB10397	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_sp_ANC_4204	2	4	0	1	0	0	0	5
SGB95403	ufSGB	Other	k__Bacteria|p__Balneolaeota|c__CFGB56559|o__OFGB56559|f__FGB56559|g__GGB70941|s__GGB70941_SGB95403|t__SGB95403	Bacteria	Balneolaeota	CFGB56559	OFGB56559	FGB56559	GGB70941	GGB70941_SGB95403	1	0	0	1	0	0	0	0
SGB98375	ufSGB	Genus	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_SGB98375|t__SGB98375	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus_SGB98375	1	0	0	1	0	0	0	0
SGB98376	ufSGB	Genus	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halolamina|s__Halolamina_SGB98376|t__SGB98376	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina_SGB98376	1	0	0	1	0	0	0	0
SGB86042	kSGB	Species	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halocalculus|s__Halocalculus_aciditolerans|t__SGB86042	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halocalculus	Halocalculus_aciditolerans	1	1	0	1	0	0	0	1
SGB245	kSGB	Species	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halopelagius|s__Halopelagius_inordinatus|t__SGB245	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius_inordinatus	1	1	0	1	0	0	0	1
SGB98378	ufSGB	Genus	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Haloarcula|s__Haloarcula_SGB98378|t__SGB98378	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula_SGB98378	1	0	0	1	0	0	0	0
SGB98370	ufSGB	Genus	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum_SGB98370|t__SGB98370	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum_SGB98370	1	0	0	1	0	0	0	0
SGB12293	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida|t__SGB12293	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_putida	26	17	1	2	2	0	22	18
SGB100440	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB70276|o__OFGB70276|f__FGB70276|g__GGB72984|s__GGB72984_SGB100440|t__SGB100440	Bacteria	Firmicutes	CFGB70276	OFGB70276	FGB70276	GGB72984	GGB72984_SGB100440	1	0	0	1	0	0	0	0
SGB99999	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB5364|o__OFGB5364|f__FGB5364|g__GGB71207|s__GGB71207_SGB99999|t__SGB99999	Bacteria	Firmicutes	CFGB5364	OFGB5364	FGB5364	GGB71207	GGB71207_SGB99999	1	0	0	1	0	0	0	0
SGB100023	ufSGB	Family	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Heliobacteriaceae|g__GGB72601|s__GGB72601_SGB100023|t__SGB100023	Bacteria	Firmicutes	Clostridia	Eubacteriales	Heliobacteriaceae	GGB72601	GGB72601_SGB100023	1	0	0	1	0	0	0	0
SGB10135	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis|t__SGB10135	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_bugandensis	7	66	0	1	5	0	1	66
SGB23238	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Siccibacter|s__Siccibacter_turicensis|t__SGB23238	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	Siccibacter_turicensis	2	5	1	1	0	0	1	6
SGB8359	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_flavithermus|t__SGB8359	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus_flavithermus	3	23	0	1	0	0	1	24
SGB98773	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_SGB98773|t__SGB98773	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	Kocuria_SGB98773	12	0	0	1	0	0	10	1
SGB100210	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_SGB100210|t__SGB100210	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_SGB100210	1	0	0	1	0	0	0	0
SGB6191	kSGB	Species	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__SGB6191	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens	437	344	156	1	376	3	0	557
SGB69397	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB69397|t__SGB69397	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_SGB69397	1	0	2	1	0	0	0	2
SGB10112	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae|t__SGB10112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_quasipneumoniae	59	520	36	1	73	0	0	541
SGB69409	uSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB5090|o__OFGB5090|f__FGB5090|g__GGB49484|s__GGB49484_SGB69409|t__SGB69409	Bacteria	Firmicutes	CFGB5090	OFGB5090	FGB5090	GGB49484	GGB49484_SGB69409	3	0	0	2	0	0	0	1
SGB98379	ufSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB10620|o__OFGB10620|f__FGB10620|g__GGB71631|s__GGB71631_SGB98379|t__SGB98379	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71631	GGB71631_SGB98379	2	0	2	4	0	0	0	0
SGB99395	ufSGB	Family	k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Sedimentisphaerales|f__Sedimentisphaeraceae|g__GGB72252|s__GGB72252_SGB99395|t__SGB99395	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	GGB72252	GGB72252_SGB99395	1	0	0	1	0	0	0	0
SGB23242	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_cryocrescens|t__SGB23242	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera_cryocrescens	5	4	2	1	0	0	1	9
SGB36095	uSGB	Family	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB24274|s__GGB24274_SGB36095|t__SGB36095	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	GGB24274	GGB24274_SGB36095	3	0	0	1	0	0	0	2
SGB25330	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_laeviribosi|t__SGB25330	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella_laeviribosi	4	1	1	1	0	0	3	2
