mag	dataset_name	sample_id	sgb_id	Unknown	Level of assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	genome_size	# contigs	N50 (contigs)	completeness	contamination	GC	strain_heterogeneity
DuR_2020__DRS139335__bin.22	DuR_2020	DRS139335	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1213989	280	5245	83.16725456	3.780864198	0.3718353296	91.67
LeechJ_xxxx__AF05__bin.2	LeechJ_xxxx	AF05	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1788607	178	17724	97.47942387	0.3086419753	0.3726000178	0
LeechJ_xxxx__AF44__bin.9	LeechJ_xxxx	AF44	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	2084454	261	14106	99.38271605	0.8436213992	0.3710002715	0
LeechJ_xxxx__AF46__bin.1	LeechJ_xxxx	AF46	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1791103	300	9482	96.2191358	1.446208113	0.3719618581	50
LeechJ_xxxx__AF49__bin.3	LeechJ_xxxx	AF49	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1424263	254	7821	93.77572016	0.329218107	0.3716132484	50
LeechJ_xxxx__AF50__bin.1	LeechJ_xxxx	AF50	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1548673	332	6420	92.21193416	2.386831276	0.3745606723	16.67
LeechJ_xxxx__AF60__bin.2	LeechJ_xxxx	AF60	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1744877	152	19249	99.29453263	0.3086419753	0.3706049194	0
LeechJ_xxxx__AF61__bin.2	LeechJ_xxxx	AF61	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	879043	273	3534	70.67460317	0.9773662551	0.3698101231	75
LeechJ_xxxx__AF62__bin.5	LeechJ_xxxx	AF62	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1212222	305	4635	84.17742237	2.649176955	0.3704247242	85.71
LeechJ_xxxx__AF63__bin.6	LeechJ_xxxx	AF63	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1138345	323	4053	78.00282922	1.872427984	0.3711616426	85.71
LeechJ_xxxx__AF66__bin.8	LeechJ_xxxx	AF66	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1652853	241	10065	99.38271605	2.263374486	0.376396449	87.5
LeechJ_xxxx__AF78__bin.11	LeechJ_xxxx	AF78	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1253681	329	4372	86.93571518	4.443158436	0.3716647217	100
MASTER_WP4_UNINA_1__AS005_71775__bin.1	MASTER_WP4_UNINA_1	AS005_71775	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1724689	417	5062	76.26921218	1.183127572	0.3681869601	0
MASTER_WP4_UNINA_1__AS211_71775__bin.2	MASTER_WP4_UNINA_1	AS211_71775	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1664370	241	10419	89.40913767	0.9259259259	0.371229354	0
MASTER_WP4_UNINA_1__CF008_71775__bin.12	MASTER_WP4_UNINA_1	CF008_71775	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1395711	331	5271	85.73216735	1.916152263	0.3725413069	15.38
MASTER_WP4_UNINA_1__PT008_71775__bin.3	MASTER_WP4_UNINA_1	PT008_71775	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1729963	26	121906	99.38271605	0.3086419753	0.3705021437	0
MASTER_WP4_UNINA_1__PU010_71775__bin.37	MASTER_WP4_UNINA_1	PU010_71775	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1810622	74	66076	97.5308642	0.2645502646	0.3696486622	0
MASTER_WP4_UNINA_1__SC012_71775__bin.16	MASTER_WP4_UNINA_1	SC012_71775	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1562019	160	14982	87.66904049	3.086419753	0.3714417046	30
DeFilippisF_xxxx__DF_30__bin.10	DeFilippisF_xxxx	DF_30	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1853199	86	52764	99.07407407	0.6172839506	0.370792883	0
DeFilippisF_xxxx__DF_7__bin.11	DeFilippisF_xxxx	DF_7	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	2321982	197	23369	96.37345679	2.12962963	0.3662823398	60
DuR_2020__DRS139334__bin.18	DuR_2020	DRS139334	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	1894258	437	5166	52.63157895	1.754385965	0.4501731021	100
DuR_2020__DRS139335__bin.15	DuR_2020	DRS139335	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	1219546	332	3932	50	1.754385965	0.449172069	100
LeechJ_2020__ERS3967691__bin.13	LeechJ_2020	ERS3967691	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	1949345	211	12867	92.61758691	1.533742331	0.4524211979	100
LeechJ_2020__ERS3967733__bin.9	LeechJ_2020	ERS3967733	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	1472188	145	14121	66.56441718	1.472392638	0.4548624225	20
XieM_2019__SAMC044639__bin.1	XieM_2019	SAMC044639	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	2179938	169	24430	87.2863716	2.914110429	0.4497430661	0
LeechJ_xxxx__AF68__bin.18	LeechJ_xxxx	AF68	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	2334013	186	20148	89.66195699	1.533742331	0.4487999853	33.33
LeechJ_xxxx__AF69__bin.10	LeechJ_xxxx	AF69	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	1279372	403	3477	67.99432759	4.621676892	0.4508532311	71.43
DuR_2020__DRS139334__bin.20	DuR_2020	DRS139334	SGB7027	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_acetotolerans	1180416	163	9538	91.69885309	1.731601732	0.364725656	75
DuR_2020__DRS139334__bin.5	DuR_2020	DRS139334	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1424711	411	3727	78.3919442	3.200408998	0.448648182	90
DuR_2020__DRS139335__bin.12	DuR_2020	DRS139335	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	895086	253	3911	57.01754386	3.50877193	0.4492059981	100
LeechJ_xxxx__AF46__bin.5	LeechJ_xxxx	AF46	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1301312	349	3980	72.32544552	0.6692693809	0.4505606649	100
LeechJ_xxxx__AF49__bin.2	LeechJ_xxxx	AF49	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1741182	133	19362	91.56441718	1.226993865	0.4504405628	100
LeechJ_xxxx__AF62__bin.7	LeechJ_xxxx	AF62	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1704351	328	6699	89.67280164	4.198071867	0.4499882947	92.31
LeechJ_xxxx__AF66__bin.2	LeechJ_xxxx	AF66	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1963491	197	14474	95.55214724	1.656441718	0.4503249569	25
LeechJ_xxxx__AF68__bin.6	LeechJ_xxxx	AF68	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1696530	272	9527	82.39263804	1.656441718	0.4503132865	100
SulaimanJ_2014__SRS386960__bin.1	SulaimanJ_2014	SRS386960	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1121771	382	3067	51.68794651	0.81799591	0.4499207057	100
SulaimanJ_2014__SRS398261__bin.3	SulaimanJ_2014	SRS398261	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1877789	166	19411	95.60327198	0.8588957055	0.4501650611	66.67
SulaimanJ_2014__SRS398265__bin.7	SulaimanJ_2014	SRS398265	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1863412	147	27779	94.1206544	0.9202453988	0.4496359367	100
SulaimanJ_2014__SRS398266__bin.8	SulaimanJ_2014	SRS398266	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1895968	130	25048	95.19427403	0.9884117246	0.4506489561	100
SulaimanJ_2014__SRS398267__bin.8	SulaimanJ_2014	SRS398267	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1877727	126	27735	93.35378323	1.226993865	0.4496686686	100
SulaimanJ_2014__SRS398268__bin.7	SulaimanJ_2014	SRS398268	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1811866	97	45558	85.53169734	0.6134969325	0.4489752553	100
SulaimanJ_2014__SRS398269__bin.1	SulaimanJ_2014	SRS398269	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	2091701	86	42192	97.85276074	1.533742331	0.4500165177	100
LeechJ_xxxx__AF03__bin.2	LeechJ_xxxx	AF03	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1155897	136	12288	66.66666667	0	0.4485131461	0
LeechJ_xxxx__AF37__bin.1	LeechJ_xxxx	AF37	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1118661	56	43478	62.33128834	1.278118609	0.4486354669	75
LeechJ_xxxx__AF54__bin.5	LeechJ_xxxx	AF54	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1144790	369	3246	60.62720766	2.116564417	0.4496536483	66.67
LeechJ_xxxx__AF92__bin.2	LeechJ_xxxx	AF92	SGB7115	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_confusa	1679028	256	9900	87.32106339	4.345603272	0.4502527653	93.33
DuR_2020__DRS139334__bin.9	DuR_2020	DRS139334	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1217252	333	4032	61.0031348	2.586206897	0.4287846724	0
LeechJ_xxxx__AF62__bin.2	LeechJ_xxxx	AF62	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1869425	22	192334	98.97762346	0.3086419753	0.4219548792	0
DeFilippisF_xxxx__DF_7__bin.19	DeFilippisF_xxxx	DF_7	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1500679	283	6194	91.36445473	1.826131687	0.4257072965	80
FerrocinoI_2018__SRS1779554__bin.5	FerrocinoI_2018	SRS1779554	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1053918	339	3260	53.62387098	1.28600823	0.4255520828	0
LeechJ_xxxx__AF25__bin.19	LeechJ_xxxx	AF25	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1287483	306	5076	66.37931034	0	0.4268988406	0
LeechJ_xxxx__AF26__bin.3	LeechJ_xxxx	AF26	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1444023	376	4369	66.37931034	0.8620689655	0.4218810919	100
MASTER_WP4_UNINA_1__PA004_73417__bin.4	MASTER_WP4_UNINA_1	PA004_73417	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1771256	159	15778	96.8393425	1.131687243	0.4232482487	33.33
MASTER_WP4_UNINA_1__PA011_73417__bin.3	MASTER_WP4_UNINA_1	PA011_73417	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1713026	28	100094	99.38271605	0	0.4251424088	0
MASTER_WP4_UNINA_1__PA207_73417__bin.13	MASTER_WP4_UNINA_1	PA207_73417	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1690225	23	105770	98.14814815	0	0.4244712982	0
MASTER_WP4_UNINA_1__SF007_71775__bin.14	MASTER_WP4_UNINA_1	SF007_71775	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1734011	72	33128	94.2157688	0.6172839506	0.424066514	0
MASTER_WP4_UNINA_1__SF013_71775__bin.27	MASTER_WP4_UNINA_1	SF013_71775	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	701345	4	493752	50	0	0.4116404908	0
MASTER_WP4_UNINA_1__SG007_71775__bin.1	MASTER_WP4_UNINA_1	SG007_71775	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1432109	166	10688	53.08777429	0	0.4276259698	0
MASTER_WP4_UNINA_1__SP009_71775__bin.6	MASTER_WP4_UNINA_1	SP009_71775	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1216001	6	315310	85.80246914	0	0.4188039319	0
MASTER_WP4_FFoQSI_2__VB16-28__bin.4	MASTER_WP4_FFoQSI_2	VB16-28	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1770345	153	17991	96.21546149	0.5144032922	0.425395615	100
DeFilippisF_xxxx__DF_77__bin.11	DeFilippisF_xxxx	DF_77	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1632190	129	19089	97.5308642	1.851851852	0.4280194095	100
DeFilippisF_xxxx__DS_55__bin.9	DeFilippisF_xxxx	DS_55	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1114383	6	391734	58.62068966	0	0.421830735	0
DeFilippisF_xxxx__DS_57__bin.3	DeFilippisF_xxxx	DS_57	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1352772	6	315310	89.50617284	0	0.4197011765	0
DeFilippisF_xxxx__DS_63__bin.3	DeFilippisF_xxxx	DS_63	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1208259	202	7256	66.35802469	0.3086419753	0.4292937193	0
DeFilippisF_xxxx__DS_68__bin.24	DeFilippisF_xxxx	DS_68	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1170354	7	381500	58.62068966	0	0.4200592299	0
DeFilippisF_xxxx__DS_71__bin.7	DeFilippisF_xxxx	DS_71	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1834015	136	20882	97.08259847	0.6025867137	0.4227740776	0
DeFilippisF_xxxx__DS_83__bin.13	DeFilippisF_xxxx	DS_83	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1789785	14	301809	95.73688272	0	0.422073601	0
DeFilippisF_xxxx__DS_93__bin.4	DeFilippisF_xxxx	DS_93	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1749069	50	57792	95.16546639	0	0.4236207948	0
DeFilippisF_xxxx__DS_98__bin.1	DeFilippisF_xxxx	DS_98	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1430094	7	381500	68.96551724	0	0.4223281826	0
MASTER_WP4_UNINA_1__FI009_71775__bin.16	MASTER_WP4_UNINA_1	FI009_71775	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	711607	3	598545	50	0	0.4120546875	0
DeFilippisF_xxxx__DS_103__bin.17	DeFilippisF_xxxx	DS_103	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1878196	13	315310	99.38271605	0	0.4223169467	0
DeFilippisF_xxxx__DS_108__bin.9	DeFilippisF_xxxx	DS_108	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1327784	6	315310	89.50617284	0	0.4194341851	0
DeFilippisF_xxxx__DS_112__bin.17	DeFilippisF_xxxx	DS_112	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	701960	3	598545	50	0	0.411426577	0
DeFilippisF_xxxx__DS_120__bin.8	DeFilippisF_xxxx	DS_120	SGB7168	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1350787	7	315310	89.50617284	0	0.4196287053	0
DuR_2020__DRS139335__bin.11	DuR_2020	DRS139335	SGB7238	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_paralimentarius	3006210	263	22926	99.28010471	1.67539267	0.3514381896	0
LandisEA_2021__SRS5652995__bin.10	LandisEA_2021	SRS5652995	SGB7238	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_paralimentarius	2718150	69	86339	58.38552302	2.617801047	0.3579364641	66.67
LandisEA_2021__SRS5653374__bin.2	LandisEA_2021	SRS5653374	SGB7238	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_paralimentarius	2376520	187	20131	95.64544277	2.22513089	0.3491651659	28.57
LandisEA_2021__SRS5653391__bin.5	LandisEA_2021	SRS5653391	SGB7238	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_paralimentarius	2410095	143	32060	98.42931937	1.67539267	0.3503061083	0
DuR_2020__DRS139335__bin.16	DuR_2020	DRS139335	SGB7729	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	2333354	364	8317	90.16328525	2.34245127	0.4832661482	60
LiZ_2018__SRS2920550__bin.25	LiZ_2018	SRS2920550	SGB7729	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	2830598	338	13577	94.33848635	2.641165756	0.4767179939	41.67
LiZ_2018__SRS2920551__bin.1	LiZ_2018	SRS2920551	SGB7729	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	2816438	317	15311	95.84037092	1.421415561	0.4784284263	0
LiZ_2018__SRS2920555__bin.13	LiZ_2018	SRS2920555	SGB7729	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	2818811	445	9437	97.09680658	3.97996357	0.477801456	31.58
PasolliE_2020__SRS6525471__bin.1	PasolliE_2020	SRS6525471	SGB7729	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	3352539	130	45229	98.08743169	0	0.4642555985	0
DuR_2020__DRS139335__bin.18	DuR_2020	DRS139335	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	3177689	650	6024	88.81017434	3.766588603	0.376865074	53.33
KumarJ_2019__SRS4562500__bin.15	KumarJ_2019	SRS4562500	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	2952862	267	14795	93.49596669	1.712204007	0.376844905	20
LeechJ_xxxx__AF45__bin.4	LeechJ_xxxx	AF45	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	3414187	380	13891	96.70916818	3.636915604	0.3745052629	30.77
LeechJ_xxxx__AF47__bin.4	LeechJ_xxxx	AF47	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	3191104	296	18254	95.92896175	4.792184136	0.3739690088	15.79
LeechJ_xxxx__AF48__bin.5	LeechJ_xxxx	AF48	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	2678465	556	6262	89.25870729	2.245304943	0.3748815086	54.55
LeechJ_xxxx__AF52__bin.5	LeechJ_xxxx	AF52	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	3423137	800	5343	91.11956805	2.224790995	0.373771485	0
LeechJ_xxxx__AF56__bin.9	LeechJ_xxxx	AF56	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	1612599	632	2646	53.49600272	1.583765354	0.3798160609	11.11
LeechJ_xxxx__AF58__bin.3	LeechJ_xxxx	AF58	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	3084560	620	5893	92.3190545	4.575536789	0.3725730736	56.52
LeechJ_xxxx__AF83__bin.3	LeechJ_xxxx	AF83	SGB7728	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	1807524	624	2995	59.41029047	0.5707346691	0.3851240703	0
LeechJ_xxxx__AF44__bin.8	LeechJ_xxxx	AF44	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	1578151	226	11135	70.75055188	2.98013245	0.396382222	100
MASTER_WP4_CSIC_2__P2614__bin.22	MASTER_WP4_CSIC_2	P2614	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	2256246	220	16429	91.04856512	2.378085491	0.3972793747	80
LeechJ_xxxx__AF84__bin.31	LeechJ_xxxx	AF84	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	1818814	249	11415	90.13144692	0.8278145695	0.4009013566	100
DeFilippisF_xxxx__DF_92__bin.17	DeFilippisF_xxxx	DF_92	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	1754770	177	13525	93.85912101	0.8278145695	0.4008052337	50
EscobarZepedaA_2016__SRS974112__bin.14	EscobarZepedaA_2016	SRS974112	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	1758240	163	17047	91.3405579	0.8830022075	0.4009162572	100
MASTER_WP4_UNINA_2__O-23.1__bin.7	MASTER_WP4_UNINA_2	O-23.1	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	1406832	273	6180	84.91471001	2.649006623	0.3999823717	100
MASTER_WP4_UNINA_2__O-25.1__bin.32	MASTER_WP4_UNINA_2	O-25.1	SGB7973	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_italicus	1686867	226	11287	80.13245033	0.9933774834	0.3977972182	100
